"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 22 20:12:21 GMT 2023","Mon May 22 20:12:22 GMT 2023","976","Google Chrome","","All tests Regist","","","Registration of a new expense",""
"passed","Mon May 22 20:12:22 GMT 2023","Mon May 22 20:12:23 GMT 2023","1039","Google Chrome","","All tests Regist","","","Remove last expense register",""
"passed","Mon May 22 20:12:20 GMT 2023","Mon May 22 20:12:21 GMT 2023","970","Google Chrome","","All tests Amounts","","","For each transaction, add the value in the ""Entradas"" field",""
"passed","Mon May 22 20:12:19 GMT 2023","Mon May 22 20:12:20 GMT 2023","1791","Google Chrome","","All tests Amounts","","","For each transaction, add the value in the ""total"" field",""
