"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100","Não deve registrar transação com ""data"" vazia","chromium","Wed Mar 25 19:23:48 UTC 2026","failed","Wed Mar 25 19:23:48 UTC 2026","Registro de Valores","","",""
"","103","Deve registrar despesa com sucesso","chromium","Wed Mar 25 19:23:51 UTC 2026","failed","Wed Mar 25 19:23:51 UTC 2026","Registro de despesas","","",""
"","101","Deve permitir cancelar o registro","chromium","Wed Mar 25 19:23:53 UTC 2026","failed","Wed Mar 25 19:23:53 UTC 2026","Registro de despesas","","",""
"","101","Não deve registrar transação com ""descrição"" vazia","chromium","Wed Mar 25 19:23:46 UTC 2026","failed","Wed Mar 25 19:23:46 UTC 2026","Registro de Valores","","",""
"","99","Deve remover despesa com sucesso","chromium","Wed Mar 25 19:23:55 UTC 2026","failed","Wed Mar 25 19:23:55 UTC 2026","Registro de despesas","","",""
"","102","Para cada transação, adicione o valor no campo ""Entradas""","chromium","Wed Mar 25 19:23:42 UTC 2026","failed","Wed Mar 25 19:23:42 UTC 2026","Registro de Valores","","",""
"","102","Para cada transação, sadicione o valor no campo ""total""","chromium","Wed Mar 25 19:23:41 UTC 2026","failed","Wed Mar 25 19:23:41 UTC 2026","Registro de Valores","","",""
"","102","Não deve registrar transação com ""valor"" vazio","chromium","Wed Mar 25 19:23:44 UTC 2026","failed","Wed Mar 25 19:23:44 UTC 2026","Registro de Valores","","",""
"","104","Não deve registrar transação com todos os campos vazios","chromium","Wed Mar 25 19:23:49 UTC 2026","failed","Wed Mar 25 19:23:50 UTC 2026","Registro de Valores","","",""
