"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 30 20:12:05 GMT 2023","Tue May 30 20:12:08 GMT 2023","3141","Google Chrome","","All tests Amounts","","","For each transaction, add the value in the ""total"" field",""
"passed","Tue May 30 20:12:08 GMT 2023","Tue May 30 20:12:09 GMT 2023","696","Google Chrome","","All tests Amounts","","","For each transaction, add the value in the ""Entradas"" field",""
"passed","Tue May 30 20:12:09 GMT 2023","Tue May 30 20:12:10 GMT 2023","744","Google Chrome","","All tests Regist","","","Remove last expense register",""
"passed","Tue May 30 20:12:09 GMT 2023","Tue May 30 20:12:09 GMT 2023","651","Google Chrome","","All tests Regist","","","Registration of a new expense",""
